appid,name,release_date,required_age,price,dlc_count,categories,genres,user_score,positive,negative,tags,review_text,explicit_expectations,has_explicit,expectations,dominant_aspect,dominant_sentiment
254700,Resident Evil 4 (2005),2014-02-27,16,19.99,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure']",0,74898,5407,"{'Inventory Management': 1163, 'Survival Horror': 979, 'Action': 920, 'Zombies': 878, 'Horror': 785, 'Third-Person Shooter': 766, 'Singleplayer': 644, 'Adventure': 569, 'Classic': 490, 'Third Person': 463, 'Quick-Time Events': 324, 'Atmospheric': 308, 'Survival': 276, 'Shooter': 273, 'Gore': 264, 'Replay Value': 216, 'Great Soundtrack': 191, 'Remake': 176, 'Difficult': 155, 'VR': 57}",Resident Evil 4 HD stands as the best version available.,"[{'expectation': 'version available', 'aspect': 'performance'}]",True,"[{'aspect': 'performance', 'sentiment': 'positive'}]",performance,positive
254700,Resident Evil 4 (2005),2014-02-27,16,19.99,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure']",0,74898,5407,"{'Inventory Management': 1163, 'Survival Horror': 979, 'Action': 920, 'Zombies': 878, 'Horror': 785, 'Third-Person Shooter': 766, 'Singleplayer': 644, 'Adventure': 569, 'Classic': 490, 'Third Person': 463, 'Quick-Time Events': 324, 'Atmospheric': 308, 'Survival': 276, 'Shooter': 273, 'Gore': 264, 'Replay Value': 216, 'Great Soundtrack': 191, 'Remake': 176, 'Difficult': 155, 'VR': 57}",There is more pound-for-pound fun in every hour than anything else.,[],False,[],,
414340,Hellblade: Senua's Sacrifice,2017-08-07,17,29.99,1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,65458,7140,"{'Atmospheric': 964, 'Psychological': 943, 'Female Protagonist': 911, 'Story Rich': 911, 'Mythology': 723, 'Singleplayer': 667, 'Dark': 646, 'Adventure': 581, 'Horror': 559, 'Third Person': 544, 'Dark Fantasy': 484, 'Action': 452, 'Violent': 382, 'Indie': 334, 'Walking Simulator': 303, 'Hack and Slash': 293, 'Action-Adventure': 285, 'Fantasy': 278, 'Realistic': 265, 'Blood': 258}","masterclass of atmosphere, storytelling, and the marriage of mechanical and conceptual design.","[{'expectation': 'conceptual design', 'aspect': 'graphics'}]",True,"[{'aspect': 'graphics', 'sentiment': 'positive'}]",graphics,positive
414340,Hellblade: Senua's Sacrifice,2017-08-07,17,29.99,1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,65458,7140,"{'Atmospheric': 964, 'Psychological': 943, 'Female Protagonist': 911, 'Story Rich': 911, 'Mythology': 723, 'Singleplayer': 667, 'Dark': 646, 'Adventure': 581, 'Horror': 559, 'Third Person': 544, 'Dark Fantasy': 484, 'Action': 452, 'Violent': 382, 'Indie': 334, 'Walking Simulator': 303, 'Hack and Slash': 293, 'Action-Adventure': 285, 'Fantasy': 278, 'Realistic': 265, 'Blood': 258}","Hellblade: Senua’s Sacrifice is both great and terrifying, taking the player on a journey into madness.",[],False,[],,
414340,Hellblade: Senua's Sacrifice,2017-08-07,17,29.99,1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,65458,7140,"{'Atmospheric': 964, 'Psychological': 943, 'Female Protagonist': 911, 'Story Rich': 911, 'Mythology': 723, 'Singleplayer': 667, 'Dark': 646, 'Adventure': 581, 'Horror': 559, 'Third Person': 544, 'Dark Fantasy': 484, 'Action': 452, 'Violent': 382, 'Indie': 334, 'Walking Simulator': 303, 'Hack and Slash': 293, 'Action-Adventure': 285, 'Fantasy': 278, 'Realistic': 265, 'Blood': 258}","Ninja Theory crafts a highly competent action game and a nuanced, powerful exploration of mental health.","[{'expectation': 'highly competent action', 'aspect': 'gameplay'}, {'expectation': 'competent action game', 'aspect': 'gameplay'}]",True,"[{'aspect': 'gameplay', 'sentiment': 'neutral'}, {'aspect': 'gameplay', 'sentiment': 'neutral'}]",gameplay,neutral
386180,Crossout,2017-07-26,0,0.0,36,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Tablet', 'Remote Play on TV']","['Action', 'Adventure', 'Massively Multiplayer', 'Racing', 'Free To Play']",0,47513,15646,"{'Third Person': 2422, 'Gun Customization': 2334, 'Free to Play': 1807, 'Vehicular Combat': 1804, 'Action': 1799, 'Crafting': 1795, 'Post-apocalyptic': 1791, 'Sandbox': 1783, 'Trading': 1776, 'PvE': 1775, 'PvP': 1773, 'Shooter': 1769, 'Online Co-Op': 1761, 'Multiplayer': 1758, 'Co-op': 1755, 'Combat': 1755, 'Building': 1746, 'Adventure': 1742, 'Loot': 1737, 'Economy': 1724}",Like if Mad Max and Twisted Metal had a baby in a sandbox,[],False,[],,
386180,Crossout,2017-07-26,0,0.0,36,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Tablet', 'Remote Play on TV']","['Action', 'Adventure', 'Massively Multiplayer', 'Racing', 'Free To Play']",0,47513,15646,"{'Third Person': 2422, 'Gun Customization': 2334, 'Free to Play': 1807, 'Vehicular Combat': 1804, 'Action': 1799, 'Crafting': 1795, 'Post-apocalyptic': 1791, 'Sandbox': 1783, 'Trading': 1776, 'PvE': 1775, 'PvP': 1773, 'Shooter': 1769, 'Online Co-Op': 1761, 'Multiplayer': 1758, 'Co-op': 1755, 'Combat': 1755, 'Building': 1746, 'Adventure': 1742, 'Loot': 1737, 'Economy': 1724}",The idea of combining the building controls of Minecraft with destructive vehicular combat can lead to some very interesting battlefields and the sheer creativity shown so far has been amazing.,"[{'expectation': 'vehicular combat', 'aspect': 'gameplay'}, {'expectation': 'interesting battlefields', 'aspect': 'gameplay'}, {'expectation': 'sheer creativity', 'aspect': 'innovation'}, {'expectation': 'creativity shown', 'aspect': 'innovation'}]",True,"[{'aspect': 'gameplay', 'sentiment': 'positive'}, {'aspect': 'gameplay', 'sentiment': 'positive'}, {'aspect': 'innovation', 'sentiment': 'positive'}, {'aspect': 'innovation', 'sentiment': 'positive'}]",gameplay,positive
386180,Crossout,2017-07-26,0,0.0,36,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Tablet', 'Remote Play on TV']","['Action', 'Adventure', 'Massively Multiplayer', 'Racing', 'Free To Play']",0,47513,15646,"{'Third Person': 2422, 'Gun Customization': 2334, 'Free to Play': 1807, 'Vehicular Combat': 1804, 'Action': 1799, 'Crafting': 1795, 'Post-apocalyptic': 1791, 'Sandbox': 1783, 'Trading': 1776, 'PvE': 1775, 'PvP': 1773, 'Shooter': 1769, 'Online Co-Op': 1761, 'Multiplayer': 1758, 'Co-op': 1755, 'Combat': 1755, 'Building': 1746, 'Adventure': 1742, 'Loot': 1737, 'Economy': 1724}",Сreativity is pushing the game in directions the developers never imagined,"[{'expectation': 'game in directions', 'aspect': 'gameplay'}]",True,"[{'aspect': 'gameplay', 'sentiment': 'negative'}]",gameplay,negative
206440,To the Moon,2012-09-07,0,9.99,5,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",0,76171,2943,"{'Story Rich': 1788, 'Great Soundtrack': 1405, 'Indie': 1348, 'Emotional': 950, 'RPGMaker': 827, 'Pixel Graphics': 728, 'Adventure': 694, 'Singleplayer': 649, 'Interactive Fiction': 554, 'Romance': 407, 'RPG': 387, 'Short': 350, '2D': 318, 'Funny': 262, 'Psychological': 243, 'Retro': 178, 'Cute': 173, 'Linear': 172, 'Casual': 162, 'Female Protagonist': 110}",How do I explain why it’s brilliant without spoiling what makes it so?,[],False,[],,
206440,To the Moon,2012-09-07,0,9.99,5,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",0,76171,2943,"{'Story Rich': 1788, 'Great Soundtrack': 1405, 'Indie': 1348, 'Emotional': 950, 'RPGMaker': 827, 'Pixel Graphics': 728, 'Adventure': 694, 'Singleplayer': 649, 'Interactive Fiction': 554, 'Romance': 407, 'RPG': 387, 'Short': 350, '2D': 318, 'Funny': 262, 'Psychological': 243, 'Retro': 178, 'Cute': 173, 'Linear': 172, 'Casual': 162, 'Female Protagonist': 110}","It’s simple, poignant, and full of heart.",[],False,[],,
206440,To the Moon,2012-09-07,0,9.99,5,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",0,76171,2943,"{'Story Rich': 1788, 'Great Soundtrack': 1405, 'Indie': 1348, 'Emotional': 950, 'RPGMaker': 827, 'Pixel Graphics': 728, 'Adventure': 694, 'Singleplayer': 649, 'Interactive Fiction': 554, 'Romance': 407, 'RPG': 387, 'Short': 350, '2D': 318, 'Funny': 262, 'Psychological': 243, 'Retro': 178, 'Cute': 173, 'Linear': 172, 'Casual': 162, 'Female Protagonist': 110}",To the Moon is a game you must play.,[],False,[],,
205100,Dishonored,2012-10-08,17,9.99,5,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,79720,1929,"{'Stealth': 2792, 'First-Person': 1764, 'Assassin': 1663, 'Action': 1647, 'Steampunk': 1642, 'Singleplayer': 1446, 'Atmospheric': 1316, 'Story Rich': 1134, 'Multiple Endings': 990, 'Adventure': 955, 'Dark': 914, 'Magic': 861, 'Dystopian ': 771, 'FPS': 628, 'RPG': 593, 'Replay Value': 538, 'Immersive Sim': 498, 'Fantasy': 415, 'Open World': 344, 'Shooter': 207}","A big, shiny example of so much we keep asking for in games, but rarely get",[],False,[],,
205100,Dishonored,2012-10-08,17,9.99,5,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,79720,1929,"{'Stealth': 2792, 'First-Person': 1764, 'Assassin': 1663, 'Action': 1647, 'Steampunk': 1642, 'Singleplayer': 1446, 'Atmospheric': 1316, 'Story Rich': 1134, 'Multiple Endings': 990, 'Adventure': 955, 'Dark': 914, 'Magic': 861, 'Dystopian ': 771, 'FPS': 628, 'RPG': 593, 'Replay Value': 538, 'Immersive Sim': 498, 'Fantasy': 415, 'Open World': 344, 'Shooter': 207}",Nothing short of a masterpiece,[],False,[],,
205100,Dishonored,2012-10-08,17,9.99,5,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,79720,1929,"{'Stealth': 2792, 'First-Person': 1764, 'Assassin': 1663, 'Action': 1647, 'Steampunk': 1642, 'Singleplayer': 1446, 'Atmospheric': 1316, 'Story Rich': 1134, 'Multiple Endings': 990, 'Adventure': 955, 'Dark': 914, 'Magic': 861, 'Dystopian ': 771, 'FPS': 628, 'RPG': 593, 'Replay Value': 538, 'Immersive Sim': 498, 'Fantasy': 415, 'Open World': 344, 'Shooter': 207}",A joy to play,[],False,[],,
205100,Dishonored,2012-10-08,17,9.99,5,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,79720,1929,"{'Stealth': 2792, 'First-Person': 1764, 'Assassin': 1663, 'Action': 1647, 'Steampunk': 1642, 'Singleplayer': 1446, 'Atmospheric': 1316, 'Story Rich': 1134, 'Multiple Endings': 990, 'Adventure': 955, 'Dark': 914, 'Magic': 861, 'Dystopian ': 771, 'FPS': 628, 'RPG': 593, 'Replay Value': 538, 'Immersive Sim': 498, 'Fantasy': 415, 'Open World': 344, 'Shooter': 207}",Engrossing from start to finish,"[{'expectation': 'start to finish', 'aspect': 'story'}]",True,"[{'aspect': 'story', 'sentiment': 'positive'}]",story,positive
205100,Dishonored,2012-10-08,17,9.99,5,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,79720,1929,"{'Stealth': 2792, 'First-Person': 1764, 'Assassin': 1663, 'Action': 1647, 'Steampunk': 1642, 'Singleplayer': 1446, 'Atmospheric': 1316, 'Story Rich': 1134, 'Multiple Endings': 990, 'Adventure': 955, 'Dark': 914, 'Magic': 861, 'Dystopian ': 771, 'FPS': 628, 'RPG': 593, 'Replay Value': 538, 'Immersive Sim': 498, 'Fantasy': 415, 'Open World': 344, 'Shooter': 207}",It will blow you away,[],False,[],,
205100,Dishonored,2012-10-08,17,9.99,5,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,79720,1929,"{'Stealth': 2792, 'First-Person': 1764, 'Assassin': 1663, 'Action': 1647, 'Steampunk': 1642, 'Singleplayer': 1446, 'Atmospheric': 1316, 'Story Rich': 1134, 'Multiple Endings': 990, 'Adventure': 955, 'Dark': 914, 'Magic': 861, 'Dystopian ': 771, 'FPS': 628, 'RPG': 593, 'Replay Value': 538, 'Immersive Sim': 498, 'Fantasy': 415, 'Open World': 344, 'Shooter': 207}","Bold, original and brilliant",[],False,[],,
750920,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,65478,12498,"{'Adventure': 909, 'Action': 706, 'Female Protagonist': 583, 'Singleplayer': 552, 'Open World': 538, 'Third Person': 521, 'Story Rich': 507, 'Puzzle': 439, 'Stealth': 415, 'Action-Adventure': 408, 'Exploration': 375, 'Survival': 333, 'Violent': 254, 'Atmospheric': 245, 'Shooter': 231, 'Gore': 181, 'Great Soundtrack': 147, 'Multiplayer': 142, 'Dark': 130, 'Heist': 75}",The most ambitious in the modern trilogy,[],False,[],,
750920,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,65478,12498,"{'Adventure': 909, 'Action': 706, 'Female Protagonist': 583, 'Singleplayer': 552, 'Open World': 538, 'Third Person': 521, 'Story Rich': 507, 'Puzzle': 439, 'Stealth': 415, 'Action-Adventure': 408, 'Exploration': 375, 'Survival': 333, 'Violent': 254, 'Atmospheric': 245, 'Shooter': 231, 'Gore': 181, 'Great Soundtrack': 147, 'Multiplayer': 142, 'Dark': 130, 'Heist': 75}",A must-play,[],False,[],,
750920,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,65478,12498,"{'Adventure': 909, 'Action': 706, 'Female Protagonist': 583, 'Singleplayer': 552, 'Open World': 538, 'Third Person': 521, 'Story Rich': 507, 'Puzzle': 439, 'Stealth': 415, 'Action-Adventure': 408, 'Exploration': 375, 'Survival': 333, 'Violent': 254, 'Atmospheric': 245, 'Shooter': 231, 'Gore': 181, 'Great Soundtrack': 147, 'Multiplayer': 142, 'Dark': 130, 'Heist': 75}",One of Lara Croft’s best modern adventures,[],False,[],,
905320,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,13045,4827,"{'Adventure': 442, 'Lara Croft': 377, 'Action': 336, 'Female Protagonist': 309, 'Third Person': 256, 'Singleplayer': 252, 'Story Rich': 238, 'Puzzle': 234, 'Open World': 234, 'Action-Adventure': 206, 'Stealth': 199, 'Exploration': 174, 'Survival': 164, 'Violent': 141, 'Atmospheric': 116, 'Shooter': 102, 'Gore': 90, 'Great Soundtrack': 68, 'Dark': 64, 'Heist': 44}",The most ambitious in the modern trilogy,[],False,[],,
905320,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,13045,4827,"{'Adventure': 442, 'Lara Croft': 377, 'Action': 336, 'Female Protagonist': 309, 'Third Person': 256, 'Singleplayer': 252, 'Story Rich': 238, 'Puzzle': 234, 'Open World': 234, 'Action-Adventure': 206, 'Stealth': 199, 'Exploration': 174, 'Survival': 164, 'Violent': 141, 'Atmospheric': 116, 'Shooter': 102, 'Gore': 90, 'Great Soundtrack': 68, 'Dark': 64, 'Heist': 44}",A must-play,[],False,[],,
905320,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,13045,4827,"{'Adventure': 442, 'Lara Croft': 377, 'Action': 336, 'Female Protagonist': 309, 'Third Person': 256, 'Singleplayer': 252, 'Story Rich': 238, 'Puzzle': 234, 'Open World': 234, 'Action-Adventure': 206, 'Stealth': 199, 'Exploration': 174, 'Survival': 164, 'Violent': 141, 'Atmospheric': 116, 'Shooter': 102, 'Gore': 90, 'Great Soundtrack': 68, 'Dark': 64, 'Heist': 44}",One of Lara Croft’s best modern adventures,[],False,[],,
890030,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12819,4747,"{'Adventure': 437, 'Lara Croft': 377, 'Action': 334, 'Female Protagonist': 306, 'Third Person': 254, 'Singleplayer': 249, 'Story Rich': 236, 'Open World': 232, 'Puzzle': 231, 'Action-Adventure': 203, 'Stealth': 196, 'Exploration': 171, 'Survival': 162, 'Violent': 140, 'Atmospheric': 116, 'Shooter': 101, 'Gore': 90, 'Great Soundtrack': 67, 'Dark': 64, 'Heist': 44}",The most ambitious in the modern trilogy,[],False,[],,
890030,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12819,4747,"{'Adventure': 437, 'Lara Croft': 377, 'Action': 334, 'Female Protagonist': 306, 'Third Person': 254, 'Singleplayer': 249, 'Story Rich': 236, 'Open World': 232, 'Puzzle': 231, 'Action-Adventure': 203, 'Stealth': 196, 'Exploration': 171, 'Survival': 162, 'Violent': 140, 'Atmospheric': 116, 'Shooter': 101, 'Gore': 90, 'Great Soundtrack': 67, 'Dark': 64, 'Heist': 44}",A must-play,[],False,[],,
890030,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12819,4747,"{'Adventure': 437, 'Lara Croft': 377, 'Action': 334, 'Female Protagonist': 306, 'Third Person': 254, 'Singleplayer': 249, 'Story Rich': 236, 'Open World': 232, 'Puzzle': 231, 'Action-Adventure': 203, 'Stealth': 196, 'Exploration': 171, 'Survival': 162, 'Violent': 140, 'Atmospheric': 116, 'Shooter': 101, 'Gore': 90, 'Great Soundtrack': 67, 'Dark': 64, 'Heist': 44}",One of Lara Croft’s best modern adventures,[],False,[],,
849160,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12888,4777,"{'Adventure': 439, 'Lara Croft': 378, 'Action': 336, 'Female Protagonist': 307, 'Third Person': 255, 'Singleplayer': 250, 'Story Rich': 236, 'Open World': 233, 'Puzzle': 232, 'Action-Adventure': 204, 'Stealth': 198, 'Exploration': 172, 'Survival': 163, 'Violent': 141, 'Atmospheric': 116, 'Shooter': 102, 'Gore': 90, 'Great Soundtrack': 67, 'Dark': 64, 'Heist': 44}",The most ambitious in the modern trilogy,[],False,[],,
849160,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12888,4777,"{'Adventure': 439, 'Lara Croft': 378, 'Action': 336, 'Female Protagonist': 307, 'Third Person': 255, 'Singleplayer': 250, 'Story Rich': 236, 'Open World': 233, 'Puzzle': 232, 'Action-Adventure': 204, 'Stealth': 198, 'Exploration': 172, 'Survival': 163, 'Violent': 141, 'Atmospheric': 116, 'Shooter': 102, 'Gore': 90, 'Great Soundtrack': 67, 'Dark': 64, 'Heist': 44}",A must-play,[],False,[],,
849160,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12888,4777,"{'Adventure': 439, 'Lara Croft': 378, 'Action': 336, 'Female Protagonist': 307, 'Third Person': 255, 'Singleplayer': 250, 'Story Rich': 236, 'Open World': 233, 'Puzzle': 232, 'Action-Adventure': 204, 'Stealth': 198, 'Exploration': 172, 'Survival': 163, 'Violent': 141, 'Atmospheric': 116, 'Shooter': 102, 'Gore': 90, 'Great Soundtrack': 67, 'Dark': 64, 'Heist': 44}",One of Lara Croft’s best modern adventures,[],False,[],,
849200,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12657,4677,"{'Adventure': 427, 'Lara Croft': 369, 'Action': 327, 'Female Protagonist': 298, 'Third Person': 250, 'Singleplayer': 243, 'Story Rich': 230, 'Open World': 227, 'Puzzle': 222, 'Action-Adventure': 199, 'Stealth': 192, 'Exploration': 164, 'Survival': 157, 'Violent': 138, 'Atmospheric': 116, 'Shooter': 101, 'Gore': 89, 'Great Soundtrack': 66, 'Dark': 62, 'Heist': 44}",The most ambitious in the modern trilogy,[],False,[],,
849200,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12657,4677,"{'Adventure': 427, 'Lara Croft': 369, 'Action': 327, 'Female Protagonist': 298, 'Third Person': 250, 'Singleplayer': 243, 'Story Rich': 230, 'Open World': 227, 'Puzzle': 222, 'Action-Adventure': 199, 'Stealth': 192, 'Exploration': 164, 'Survival': 157, 'Violent': 138, 'Atmospheric': 116, 'Shooter': 101, 'Gore': 89, 'Great Soundtrack': 66, 'Dark': 62, 'Heist': 44}",A must-play,[],False,[],,
849200,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12657,4677,"{'Adventure': 427, 'Lara Croft': 369, 'Action': 327, 'Female Protagonist': 298, 'Third Person': 250, 'Singleplayer': 243, 'Story Rich': 230, 'Open World': 227, 'Puzzle': 222, 'Action-Adventure': 199, 'Stealth': 192, 'Exploration': 164, 'Survival': 157, 'Violent': 138, 'Atmospheric': 116, 'Shooter': 101, 'Gore': 89, 'Great Soundtrack': 66, 'Dark': 62, 'Heist': 44}",One of Lara Croft’s best modern adventures,[],False,[],,
460950,Katana ZERO,2019-04-18,0,14.99,1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie']",0,68261,1365,"{'Pixel Graphics': 1112, 'Action': 925, 'Great Soundtrack': 872, 'Story Rich': 863, 'Platformer': 794, 'Cyberpunk': 754, '2D Platformer': 679, 'Indie': 647, '2D': 583, 'Hack and Slash': 581, 'Fast-Paced': 549, 'Violent': 515, 'Difficult': 498, 'Singleplayer': 484, 'Time Manipulation': 430, 'Gore': 412, 'Ninja': 407, 'Retro': 394, 'Noir': 278, 'Sci-fi': 261}","Katana Zero remains bleak, beautiful, bloody, and brilliant.",[],False,[],,
460950,Katana ZERO,2019-04-18,0,14.99,1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie']",0,68261,1365,"{'Pixel Graphics': 1112, 'Action': 925, 'Great Soundtrack': 872, 'Story Rich': 863, 'Platformer': 794, 'Cyberpunk': 754, '2D Platformer': 679, 'Indie': 647, '2D': 583, 'Hack and Slash': 581, 'Fast-Paced': 549, 'Violent': 515, 'Difficult': 498, 'Singleplayer': 484, 'Time Manipulation': 430, 'Gore': 412, 'Ninja': 407, 'Retro': 394, 'Noir': 278, 'Sci-fi': 261}",Katana ZERO is a veritable wonder.,[],False,[],,
